,hyperparameters,num_features,mean_accuracy,std_accuracy,train_accuracy,test_accuracy
2895,"penalty: l2, C: 0.0001, solver: saga",146,0.722753665,0.045163307,0.781021898,0.717391304
2904,"penalty: l1, C: 1, solver: liblinear",147,0.761636208,0.070277887,0.912408759,0.717391304
2905,"penalty: l2, C: 0.0001, solver: liblinear",147,0.761588616,0.042419981,0.790754258,0.717391304
2909,"penalty: l2, C: 1, solver: liblinear",147,0.72996383,0.082368009,0.922141119,0.717391304
2915,"penalty: l2, C: 0.0001, solver: saga",147,0.72277746,0.04762009,0.785888078,0.717391304
2923,"penalty: l1, C: 0.1, solver: liblinear",148,0.7640158,0.056240417,0.858880779,0.717391304
2925,"penalty: l2, C: 0.0001, solver: liblinear",148,0.754307063,0.043357268,0.788321168,0.717391304
2935,"penalty: l2, C: 0.0001, solver: saga",148,0.725228441,0.054877239,0.783454988,0.717391304
2942,"penalty: l1, C: 0.01, solver: liblinear",149,0.691176471,0.057671959,0.749391727,0.717391304
2943,"penalty: l1, C: 0.1, solver: liblinear",149,0.77132115,0.061477824,0.863746959,0.717391304
2952,"penalty: l1, C: 0.01, solver: saga",149,0.681396345,0.047004339,0.727493917,0.717391304
2968,"penalty: l2, C: 0.1, solver: liblinear",150,0.778697887,0.075997915,0.895377129,0.717391304
3027,"penalty: l2, C: 0.01, solver: liblinear",153,0.790810013,0.081242857,0.873479319,0.717391304
3029,"penalty: l2, C: 1, solver: liblinear",153,0.751879878,0.059831093,0.924574209,0.717391304
3049,"penalty: l2, C: 1, solver: liblinear",154,0.744550733,0.056231596,0.922141119,0.717391304
3069,"penalty: l2, C: 1, solver: liblinear",155,0.744550733,0.056231596,0.922141119,0.717391304
3143,"penalty: l1, C: 0.1, solver: liblinear",159,0.798115363,0.073588577,0.868613139,0.717391304
3163,"penalty: l1, C: 0.1, solver: liblinear",160,0.798115363,0.073588577,0.868613139,0.717391304
3183,"penalty: l1, C: 0.1, solver: liblinear",161,0.802993528,0.071292734,0.871046229,0.717391304
3203,"penalty: l1, C: 0.1, solver: liblinear",162,0.785931848,0.062778181,0.880778589,0.717391304
3223,"penalty: l1, C: 0.1, solver: liblinear",163,0.785931848,0.056034753,0.892944039,0.717391304
3243,"penalty: l1, C: 0.1, solver: liblinear",164,0.783504664,0.066541426,0.895377129,0.717391304
3263,"penalty: l1, C: 0.1, solver: liblinear",165,0.783504664,0.066541426,0.892944039,0.717391304
3283,"penalty: l1, C: 0.1, solver: liblinear",166,0.783504664,0.066541426,0.892944039,0.717391304
3287,"penalty: l2, C: 0.01, solver: liblinear",166,0.822411003,0.066267767,0.897810219,0.717391304
3303,"penalty: l1, C: 0.1, solver: liblinear",167,0.785955644,0.074084155,0.892944039,0.717391304
3307,"penalty: l2, C: 0.01, solver: liblinear",167,0.824861984,0.073522619,0.897810219,0.717391304
3323,"penalty: l1, C: 0.1, solver: liblinear",168,0.790810013,0.066576506,0.895377129,0.717391304
3343,"penalty: l1, C: 0.1, solver: liblinear",169,0.788382829,0.066869089,0.895377129,0.717391304
3403,"penalty: l1, C: 0.1, solver: liblinear",172,0.788359033,0.079483167,0.892944039,0.717391304
3423,"penalty: l1, C: 0.1, solver: liblinear",173,0.795688178,0.077208052,0.897810219,0.717391304
3503,"penalty: l1, C: 0.1, solver: liblinear",177,0.78352846,0.073550536,0.914841849,0.717391304
3523,"penalty: l1, C: 0.1, solver: liblinear",178,0.785955644,0.069488452,0.914841849,0.717391304
3543,"penalty: l1, C: 0.1, solver: liblinear",179,0.776246907,0.070100823,0.914841849,0.717391304
3563,"penalty: l1, C: 0.1, solver: liblinear",180,0.776246907,0.070100823,0.917274939,0.717391304
3583,"penalty: l1, C: 0.1, solver: liblinear",181,0.776246907,0.070100823,0.917274939,0.717391304
3603,"penalty: l1, C: 0.1, solver: liblinear",182,0.781101275,0.068603432,0.912408759,0.717391304
3623,"penalty: l1, C: 0.1, solver: liblinear",183,0.793237198,0.077356435,0.909975669,0.717391304
3627,"penalty: l2, C: 0.01, solver: liblinear",183,0.83942509,0.083920455,0.919708029,0.717391304
3643,"penalty: l1, C: 0.1, solver: liblinear",184,0.793237198,0.077356435,0.909975669,0.717391304
3647,"penalty: l2, C: 0.01, solver: liblinear",184,0.83942509,0.083920455,0.919708029,0.717391304
3663,"penalty: l1, C: 0.1, solver: liblinear",185,0.800494955,0.083916407,0.907542579,0.717391304
3669,"penalty: l2, C: 1, solver: liblinear",185,0.747025509,0.061916556,0.941605839,0.717391304
3683,"penalty: l1, C: 0.1, solver: liblinear",186,0.80292214,0.080160433,0.902676399,0.717391304
3689,"penalty: l2, C: 1, solver: liblinear",186,0.747001713,0.062374456,0.939172749,0.717391304
3703,"penalty: l1, C: 0.1, solver: liblinear",187,0.80292214,0.080160433,0.902676399,0.717391304
3709,"penalty: l2, C: 1, solver: liblinear",187,0.749428898,0.064027634,0.939172749,0.717391304
3723,"penalty: l1, C: 0.1, solver: liblinear",188,0.800494955,0.079592816,0.905109489,0.717391304
3729,"penalty: l2, C: 1, solver: liblinear",188,0.744598325,0.066084072,0.944038929,0.717391304
3743,"penalty: l1, C: 0.1, solver: liblinear",189,0.805349324,0.079176652,0.909975669,0.717391304
3749,"penalty: l2, C: 1, solver: liblinear",189,0.747025509,0.061916556,0.944038929,0.717391304
3763,"penalty: l1, C: 0.1, solver: liblinear",190,0.80292214,0.0827639,0.909975669,0.717391304
3769,"penalty: l2, C: 1, solver: liblinear",190,0.744598325,0.066084072,0.944038929,0.717391304
3783,"penalty: l1, C: 0.1, solver: liblinear",191,0.805349324,0.079176652,0.909975669,0.717391304
3789,"penalty: l2, C: 1, solver: liblinear",191,0.744598325,0.066084072,0.944038929,0.717391304
3803,"penalty: l1, C: 0.1, solver: liblinear",192,0.80292214,0.0827639,0.902676399,0.717391304
3823,"penalty: l1, C: 0.1, solver: liblinear",193,0.810203693,0.072202095,0.905109489,0.717391304
3843,"penalty: l1, C: 0.1, solver: liblinear",194,0.810203693,0.072202095,0.905109489,0.717391304
3863,"penalty: l1, C: 0.1, solver: liblinear",195,0.805349324,0.079176652,0.905109489,0.717391304
3883,"penalty: l1, C: 0.1, solver: liblinear",196,0.805349324,0.079176652,0.905109489,0.717391304
3903,"penalty: l1, C: 0.1, solver: liblinear",197,0.805349324,0.079176652,0.905109489,0.717391304
3923,"penalty: l1, C: 0.1, solver: liblinear",198,0.805349324,0.079176652,0.905109489,0.717391304
3943,"penalty: l1, C: 0.1, solver: liblinear",199,0.805349324,0.079176652,0.905109489,0.717391304
3963,"penalty: l1, C: 0.1, solver: liblinear",200,0.805349324,0.079176652,0.905109489,0.717391304
3983,"penalty: l1, C: 0.1, solver: liblinear",201,0.802898344,0.079334501,0.902676399,0.717391304
4003,"penalty: l1, C: 0.1, solver: liblinear",202,0.805349324,0.079176652,0.905109489,0.717391304
4023,"penalty: l1, C: 0.1, solver: liblinear",203,0.805349324,0.079176652,0.905109489,0.717391304
4043,"penalty: l1, C: 0.1, solver: liblinear",204,0.805349324,0.079176652,0.905109489,0.717391304
4063,"penalty: l1, C: 0.1, solver: liblinear",205,0.805349324,0.079176652,0.905109489,0.717391304
4083,"penalty: l1, C: 0.1, solver: liblinear",206,0.805349324,0.079176652,0.905109489,0.717391304
4103,"penalty: l1, C: 0.1, solver: liblinear",207,0.805349324,0.079176652,0.905109489,0.717391304
4123,"penalty: l1, C: 0.1, solver: liblinear",208,0.805349324,0.079176652,0.905109489,0.717391304
4143,"penalty: l1, C: 0.1, solver: liblinear",209,0.805349324,0.079176652,0.905109489,0.717391304
4147,"penalty: l2, C: 0.01, solver: liblinear",209,0.824743004,0.085092405,0.909975669,0.717391304
4163,"penalty: l1, C: 0.1, solver: liblinear",210,0.805349324,0.079176652,0.905109489,0.717391304
4167,"penalty: l2, C: 0.01, solver: liblinear",210,0.824743004,0.085092405,0.909975669,0.717391304
4183,"penalty: l1, C: 0.1, solver: liblinear",211,0.805349324,0.079176652,0.905109489,0.717391304
4187,"penalty: l2, C: 0.01, solver: liblinear",211,0.824743004,0.085092405,0.909975669,0.717391304
4203,"penalty: l1, C: 0.1, solver: liblinear",212,0.805349324,0.079176652,0.905109489,0.717391304
4207,"penalty: l2, C: 0.01, solver: liblinear",212,0.819864839,0.085269128,0.907542579,0.717391304
4223,"penalty: l1, C: 0.1, solver: liblinear",213,0.805349324,0.079176652,0.905109489,0.717391304
4227,"penalty: l2, C: 0.01, solver: liblinear",213,0.819864839,0.085269128,0.907542579,0.717391304
4243,"penalty: l1, C: 0.1, solver: liblinear",214,0.805349324,0.079176652,0.905109489,0.717391304
4247,"penalty: l2, C: 0.01, solver: liblinear",214,0.819864839,0.085269128,0.907542579,0.717391304
4263,"penalty: l1, C: 0.1, solver: liblinear",215,0.805349324,0.079176652,0.905109489,0.717391304
4267,"penalty: l2, C: 0.01, solver: liblinear",215,0.819864839,0.085269128,0.907542579,0.717391304
4283,"penalty: l1, C: 0.1, solver: liblinear",216,0.805349324,0.079176652,0.905109489,0.717391304
4287,"penalty: l2, C: 0.01, solver: liblinear",216,0.819864839,0.085269128,0.907542579,0.717391304
4303,"penalty: l1, C: 0.1, solver: liblinear",217,0.805349324,0.079176652,0.905109489,0.717391304
4307,"penalty: l2, C: 0.01, solver: liblinear",217,0.819864839,0.085269128,0.907542579,0.717391304
4323,"penalty: l1, C: 0.1, solver: liblinear",218,0.805349324,0.079176652,0.905109489,0.717391304
4327,"penalty: l2, C: 0.01, solver: liblinear",218,0.819864839,0.085269128,0.907542579,0.717391304
4343,"penalty: l1, C: 0.1, solver: liblinear",219,0.805349324,0.079176652,0.905109489,0.717391304
4347,"penalty: l2, C: 0.01, solver: liblinear",219,0.819864839,0.085269128,0.907542579,0.717391304
4363,"penalty: l1, C: 0.1, solver: liblinear",220,0.805349324,0.079176652,0.905109489,0.717391304
4367,"penalty: l2, C: 0.01, solver: liblinear",220,0.817437655,0.081834187,0.907542579,0.717391304
4383,"penalty: l1, C: 0.1, solver: liblinear",221,0.805349324,0.079176652,0.905109489,0.717391304
4387,"penalty: l2, C: 0.01, solver: liblinear",221,0.817437655,0.081834187,0.907542579,0.717391304
4403,"penalty: l1, C: 0.1, solver: liblinear",222,0.805349324,0.079176652,0.905109489,0.717391304
4407,"penalty: l2, C: 0.01, solver: liblinear",222,0.817437655,0.081834187,0.907542579,0.717391304
4423,"penalty: l1, C: 0.1, solver: liblinear",223,0.805349324,0.079176652,0.905109489,0.717391304
4427,"penalty: l2, C: 0.01, solver: liblinear",223,0.817437655,0.081834187,0.907542579,0.717391304
4443,"penalty: l1, C: 0.1, solver: liblinear",224,0.805349324,0.079176652,0.905109489,0.717391304
4447,"penalty: l2, C: 0.01, solver: liblinear",224,0.817437655,0.081834187,0.907542579,0.717391304
4463,"penalty: l1, C: 0.1, solver: liblinear",225,0.805349324,0.079176652,0.905109489,0.717391304
4467,"penalty: l2, C: 0.01, solver: liblinear",225,0.819888635,0.080947414,0.909975669,0.717391304
4483,"penalty: l1, C: 0.1, solver: liblinear",226,0.805349324,0.079176652,0.905109489,0.717391304
4487,"penalty: l2, C: 0.01, solver: liblinear",226,0.819888635,0.080947414,0.907542579,0.717391304
4507,"penalty: l2, C: 0.01, solver: liblinear",227,0.819888635,0.080947414,0.907542579,0.717391304
4523,"penalty: l1, C: 0.1, solver: liblinear",228,0.805349324,0.079176652,0.905109489,0.717391304
4527,"penalty: l2, C: 0.01, solver: liblinear",228,0.817461451,0.080311314,0.907542579,0.717391304
4543,"penalty: l1, C: 0.1, solver: liblinear",229,0.805349324,0.079176652,0.905109489,0.717391304
4547,"penalty: l2, C: 0.01, solver: liblinear",229,0.81255949,0.082163591,0.902676399,0.717391304
4563,"penalty: l1, C: 0.1, solver: liblinear",230,0.805349324,0.079176652,0.905109489,0.717391304
4567,"penalty: l2, C: 0.01, solver: liblinear",230,0.81255949,0.082163591,0.902676399,0.717391304
4587,"penalty: l2, C: 0.01, solver: liblinear",231,0.814986674,0.082929055,0.902676399,0.717391304
4603,"penalty: l1, C: 0.1, solver: liblinear",232,0.805349324,0.079176652,0.905109489,0.717391304
4607,"penalty: l2, C: 0.01, solver: liblinear",232,0.814986674,0.082929055,0.902676399,0.717391304
4623,"penalty: l1, C: 0.1, solver: liblinear",233,0.805349324,0.079176652,0.905109489,0.717391304
4627,"penalty: l2, C: 0.01, solver: liblinear",233,0.81255949,0.082163591,0.902676399,0.717391304
4643,"penalty: l1, C: 0.1, solver: liblinear",234,0.805349324,0.079176652,0.905109489,0.717391304
4663,"penalty: l1, C: 0.1, solver: liblinear",235,0.802898344,0.079334501,0.902676399,0.717391304
4683,"penalty: l1, C: 0.1, solver: liblinear",236,0.805349324,0.079176652,0.905109489,0.717391304
4703,"penalty: l1, C: 0.1, solver: liblinear",237,0.805349324,0.079176652,0.905109489,0.717391304
4723,"penalty: l1, C: 0.1, solver: liblinear",238,0.805349324,0.079176652,0.905109489,0.717391304
4743,"penalty: l1, C: 0.1, solver: liblinear",239,0.805349324,0.079176652,0.905109489,0.717391304
4783,"penalty: l1, C: 0.1, solver: liblinear",241,0.805349324,0.079176652,0.905109489,0.717391304
4803,"penalty: l1, C: 0.1, solver: liblinear",242,0.805349324,0.079176652,0.905109489,0.717391304
4807,"penalty: l2, C: 0.01, solver: liblinear",242,0.81501047,0.081131742,0.905109489,0.717391304
4823,"penalty: l1, C: 0.1, solver: liblinear",243,0.805349324,0.079176652,0.905109489,0.717391304
4827,"penalty: l2, C: 0.01, solver: liblinear",243,0.81501047,0.081131742,0.905109489,0.717391304
4847,"penalty: l2, C: 0.01, solver: liblinear",244,0.81501047,0.081131742,0.905109489,0.717391304
4863,"penalty: l1, C: 0.1, solver: liblinear",245,0.805349324,0.079176652,0.905109489,0.717391304
4867,"penalty: l2, C: 0.01, solver: liblinear",245,0.814986674,0.079148853,0.902676399,0.717391304
4883,"penalty: l1, C: 0.1, solver: liblinear",246,0.805349324,0.079176652,0.905109489,0.717391304
4887,"penalty: l2, C: 0.01, solver: liblinear",246,0.81255949,0.082163591,0.902676399,0.717391304
4903,"penalty: l1, C: 0.1, solver: liblinear",247,0.805349324,0.079176652,0.905109489,0.717391304
4907,"penalty: l2, C: 0.01, solver: liblinear",247,0.81255949,0.082163591,0.902676399,0.717391304
4923,"penalty: l1, C: 0.1, solver: liblinear",248,0.805349324,0.079176652,0.905109489,0.717391304
4927,"penalty: l2, C: 0.01, solver: liblinear",248,0.81255949,0.082163591,0.902676399,0.717391304
4943,"penalty: l1, C: 0.1, solver: liblinear",249,0.802898344,0.079334501,0.902676399,0.717391304
4947,"penalty: l2, C: 0.01, solver: liblinear",249,0.810108509,0.083399015,0.900243309,0.717391304
4963,"penalty: l1, C: 0.1, solver: liblinear",250,0.802898344,0.079334501,0.902676399,0.717391304
4967,"penalty: l2, C: 0.01, solver: liblinear",250,0.810108509,0.083399015,0.900243309,0.717391304
4983,"penalty: l1, C: 0.1, solver: liblinear",251,0.805349324,0.079176652,0.905109489,0.717391304
4987,"penalty: l2, C: 0.01, solver: liblinear",251,0.810108509,0.083399015,0.900243309,0.717391304
5003,"penalty: l1, C: 0.1, solver: liblinear",252,0.805349324,0.079176652,0.905109489,0.717391304
5023,"penalty: l1, C: 0.1, solver: liblinear",253,0.805349324,0.079176652,0.905109489,0.717391304
5047,"penalty: l2, C: 0.01, solver: liblinear",254,0.810108509,0.083399015,0.900243309,0.717391304
5063,"penalty: l1, C: 0.1, solver: liblinear",255,0.805349324,0.079176652,0.905109489,0.717391304
5067,"penalty: l2, C: 0.01, solver: liblinear",255,0.810108509,0.083399015,0.900243309,0.717391304
5083,"penalty: l1, C: 0.1, solver: liblinear",256,0.805349324,0.079176652,0.905109489,0.717391304
5087,"penalty: l2, C: 0.01, solver: liblinear",256,0.807657529,0.084829119,0.897810219,0.717391304
5103,"penalty: l1, C: 0.1, solver: liblinear",257,0.802898344,0.079334501,0.902676399,0.717391304
5107,"penalty: l2, C: 0.01, solver: liblinear",257,0.807657529,0.084829119,0.897810219,0.717391304
5123,"penalty: l1, C: 0.1, solver: liblinear",258,0.805349324,0.079176652,0.905109489,0.717391304
5127,"penalty: l2, C: 0.01, solver: liblinear",258,0.807657529,0.084829119,0.897810219,0.717391304
5143,"penalty: l1, C: 0.1, solver: liblinear",259,0.805349324,0.079176652,0.905109489,0.717391304
5147,"penalty: l2, C: 0.01, solver: liblinear",259,0.807657529,0.084829119,0.897810219,0.717391304
5163,"penalty: l1, C: 0.1, solver: liblinear",260,0.805349324,0.079176652,0.905109489,0.717391304
5167,"penalty: l2, C: 0.01, solver: liblinear",260,0.807657529,0.084829119,0.897810219,0.717391304
5183,"penalty: l1, C: 0.1, solver: liblinear",261,0.805349324,0.079176652,0.905109489,0.717391304
5187,"penalty: l2, C: 0.01, solver: liblinear",261,0.807657529,0.084829119,0.897810219,0.717391304
5207,"penalty: l2, C: 0.01, solver: liblinear",262,0.807657529,0.084829119,0.897810219,0.717391304
5223,"penalty: l1, C: 0.1, solver: liblinear",263,0.805349324,0.079176652,0.905109489,0.717391304
5227,"penalty: l2, C: 0.01, solver: liblinear",263,0.807657529,0.084829119,0.897810219,0.717391304
5243,"penalty: l1, C: 0.1, solver: liblinear",264,0.805349324,0.079176652,0.905109489,0.717391304
5247,"penalty: l2, C: 0.01, solver: liblinear",264,0.805230345,0.087714569,0.897810219,0.717391304
5263,"penalty: l1, C: 0.1, solver: liblinear",265,0.805349324,0.079176652,0.905109489,0.717391304
5267,"penalty: l2, C: 0.01, solver: liblinear",265,0.805230345,0.087714569,0.897810219,0.717391304
5287,"penalty: l2, C: 0.01, solver: liblinear",266,0.805230345,0.087714569,0.897810219,0.717391304
5303,"penalty: l1, C: 0.1, solver: liblinear",267,0.805349324,0.079176652,0.905109489,0.717391304
5307,"penalty: l2, C: 0.01, solver: liblinear",267,0.810108509,0.083399015,0.900243309,0.717391304
5323,"penalty: l1, C: 0.1, solver: liblinear",268,0.805349324,0.079176652,0.905109489,0.717391304
5327,"penalty: l2, C: 0.01, solver: liblinear",268,0.810108509,0.083399015,0.900243309,0.717391304
849,"penalty: l2, C: 1, solver: liblinear",44,0.734675424,0.05941482,0.781021898,0.695652174
869,"penalty: l2, C: 1, solver: liblinear",45,0.734675424,0.05941482,0.783454988,0.695652174
889,"penalty: l2, C: 1, solver: liblinear",46,0.72739387,0.05150749,0.783454988,0.695652174
909,"penalty: l2, C: 1, solver: liblinear",47,0.722515705,0.050445809,0.776155718,0.695652174
929,"penalty: l2, C: 1, solver: liblinear",48,0.717661336,0.045710203,0.776155718,0.695652174
949,"penalty: l2, C: 1, solver: liblinear",49,0.715257948,0.041347515,0.783454988,0.695652174
1047,"penalty: l2, C: 0.01, solver: liblinear",54,0.734794403,0.033866034,0.763990268,0.695652174
1063,"penalty: l1, C: 0.1, solver: liblinear",55,0.710427375,0.047458521,0.739659367,0.695652174
1069,"penalty: l2, C: 1, solver: liblinear",55,0.742028365,0.050560576,0.785888078,0.695652174
1089,"penalty: l2, C: 1, solver: liblinear",56,0.73960118,0.040640676,0.800486618,0.695652174
1103,"penalty: l1, C: 0.1, solver: liblinear",57,0.708023986,0.024783386,0.739659367,0.695652174
1109,"penalty: l2, C: 1, solver: liblinear",57,0.742028365,0.041894693,0.802919708,0.695652174
1114,"penalty: l1, C: 1, solver: saga",57,0.668903484,0.046742153,0.676399027,0.695652174
1117,"penalty: l2, C: 0.01, solver: saga",57,0.668903484,0.046742153,0.676399027,0.695652174
1118,"penalty: l2, C: 0.1, solver: saga",57,0.666452503,0.050973357,0.676399027,0.695652174
1119,"penalty: l2, C: 1, solver: saga",57,0.666452503,0.050973357,0.676399027,0.695652174
1123,"penalty: l1, C: 0.1, solver: liblinear",58,0.708023986,0.024783386,0.742092457,0.695652174
1129,"penalty: l2, C: 1, solver: liblinear",58,0.744455549,0.045115438,0.800486618,0.695652174
1134,"penalty: l1, C: 1, solver: saga",58,0.668903484,0.046742153,0.678832117,0.695652174
1136,"penalty: l2, C: 0.001, solver: saga",58,0.668903484,0.046742153,0.681265207,0.695652174
1137,"penalty: l2, C: 0.01, solver: saga",58,0.668903484,0.046742153,0.676399027,0.695652174
1138,"penalty: l2, C: 0.1, solver: saga",58,0.666452503,0.050973357,0.676399027,0.695652174
1139,"penalty: l2, C: 1, solver: saga",58,0.666452503,0.050973357,0.676399027,0.695652174
1142,"penalty: l1, C: 0.01, solver: liblinear",59,0.574195698,0.031871159,0.603406326,0.695652174
1162,"penalty: l1, C: 0.01, solver: liblinear",60,0.576622882,0.034177975,0.603406326,0.695652174
1168,"penalty: l2, C: 0.1, solver: liblinear",60,0.746954121,0.01819497,0.788321168,0.695652174
1182,"penalty: l1, C: 0.01, solver: liblinear",61,0.574195698,0.037946527,0.603406326,0.695652174
1224,"penalty: l1, C: 1, solver: liblinear",63,0.754235675,0.036707852,0.817518248,0.695652174
1244,"penalty: l1, C: 1, solver: liblinear",64,0.742099753,0.061937226,0.819951338,0.695652174
1252,"penalty: l1, C: 0.01, solver: saga",64,0.593565582,0.047744852,0.622871046,0.695652174
1264,"penalty: l1, C: 1, solver: liblinear",65,0.742099753,0.061937226,0.819951338,0.695652174
1272,"penalty: l1, C: 0.01, solver: saga",65,0.591138397,0.044954806,0.622871046,0.695652174
1284,"penalty: l1, C: 1, solver: liblinear",66,0.74690653,0.061241006,0.824817518,0.695652174
1292,"penalty: l1, C: 0.01, solver: saga",66,0.593565582,0.047744852,0.622871046,0.695652174
1304,"penalty: l1, C: 1, solver: liblinear",67,0.742028365,0.065575714,0.817518248,0.695652174
1312,"penalty: l1, C: 0.01, solver: saga",67,0.596016562,0.045598577,0.625304136,0.695652174
1329,"penalty: l2, C: 1, solver: liblinear",68,0.746882734,0.057798904,0.817518248,0.695652174
1332,"penalty: l1, C: 0.01, solver: saga",68,0.593589377,0.042807615,0.625304136,0.695652174
1349,"penalty: l2, C: 1, solver: liblinear",69,0.744455549,0.0541375,0.817518248,0.695652174
1352,"penalty: l1, C: 0.01, solver: saga",69,0.596016562,0.045598577,0.622871046,0.695652174
1369,"penalty: l2, C: 1, solver: liblinear",70,0.746882734,0.057798904,0.817518248,0.695652174
1372,"penalty: l1, C: 0.01, solver: saga",70,0.596016562,0.045598577,0.622871046,0.695652174
1389,"penalty: l2, C: 1, solver: liblinear",71,0.746858938,0.050545572,0.815085158,0.695652174
1392,"penalty: l1, C: 0.01, solver: saga",71,0.598443746,0.048593373,0.627737226,0.695652174
1405,"penalty: l2, C: 0.0001, solver: liblinear",72,0.681182182,0.032613825,0.708029197,0.695652174
1414,"penalty: l1, C: 1, solver: saga",72,0.664215686,0.062436969,0.700729927,0.695652174
1415,"penalty: l2, C: 0.0001, solver: saga",72,0.661764706,0.062868441,0.703163017,0.695652174
1425,"penalty: l2, C: 0.0001, solver: liblinear",73,0.681182182,0.032613825,0.705596107,0.695652174
1434,"penalty: l1, C: 1, solver: saga",73,0.666642871,0.058926723,0.705596107,0.695652174
1435,"penalty: l2, C: 0.0001, solver: saga",73,0.661764706,0.062868441,0.703163017,0.695652174
1438,"penalty: l2, C: 0.1, solver: saga",73,0.669070055,0.055512968,0.703163017,0.695652174
1445,"penalty: l2, C: 0.0001, solver: liblinear",74,0.690962307,0.017926578,0.712895377,0.695652174
1455,"penalty: l2, C: 0.0001, solver: saga",74,0.688535123,0.051080687,0.712895377,0.695652174
1456,"penalty: l2, C: 0.001, solver: saga",74,0.693413288,0.046911277,0.710462287,0.695652174
1457,"penalty: l2, C: 0.01, solver: saga",74,0.695840472,0.049812166,0.710462287,0.695652174
1458,"penalty: l2, C: 0.1, solver: saga",74,0.690986103,0.044220258,0.712895377,0.695652174
1459,"penalty: l2, C: 1, solver: saga",74,0.693413288,0.046911277,0.715328467,0.695652174
1498,"penalty: l2, C: 0.1, solver: saga",76,0.686179326,0.043280544,0.717761557,0.695652174
1505,"penalty: l2, C: 0.0001, solver: liblinear",77,0.710403579,0.028403486,0.715328467,0.695652174
1509,"penalty: l2, C: 1, solver: liblinear",77,0.759090044,0.038663452,0.834549878,0.695652174
1515,"penalty: l2, C: 0.0001, solver: saga",77,0.681301161,0.041120703,0.712895377,0.695652174
1525,"penalty: l2, C: 0.0001, solver: liblinear",78,0.708047782,0.022504594,0.734793187,0.695652174
1529,"penalty: l2, C: 1, solver: liblinear",78,0.761517228,0.042267433,0.839416058,0.695652174
1535,"penalty: l2, C: 0.0001, solver: saga",78,0.686179326,0.037442056,0.727493917,0.695652174
1545,"penalty: l2, C: 0.0001, solver: liblinear",79,0.722634685,0.008096771,0.739659367,0.695652174
1549,"penalty: l2, C: 1, solver: liblinear",79,0.763944413,0.040524791,0.844282238,0.695652174
1555,"penalty: l2, C: 0.0001, solver: saga",79,0.695959452,0.039002234,0.734793187,0.695652174
1565,"penalty: l2, C: 0.0001, solver: liblinear",80,0.717804112,0.022242191,0.739659367,0.695652174
1569,"penalty: l2, C: 1, solver: liblinear",80,0.759090044,0.034814993,0.841849148,0.695652174
1575,"penalty: l2, C: 0.0001, solver: saga",80,0.693532267,0.043056419,0.737226277,0.695652174
1585,"penalty: l2, C: 0.0001, solver: liblinear",81,0.717804112,0.022242191,0.739659367,0.695652174
1588,"penalty: l2, C: 0.1, solver: liblinear",81,0.768822578,0.029690251,0.827250608,0.695652174
1595,"penalty: l2, C: 0.0001, solver: saga",81,0.693532267,0.043056419,0.737226277,0.695652174
1605,"penalty: l2, C: 0.0001, solver: liblinear",82,0.717780316,0.016467331,0.742092457,0.695652174
1615,"penalty: l2, C: 0.0001, solver: saga",82,0.695935656,0.043695308,0.727493917,0.695652174
1625,"penalty: l2, C: 0.0001, solver: liblinear",83,0.715353132,0.020664018,0.742092457,0.695652174
1629,"penalty: l2, C: 1, solver: liblinear",83,0.749333714,0.043969386,0.839416058,0.695652174
1635,"penalty: l2, C: 0.0001, solver: saga",83,0.695935656,0.043695308,0.727493917,0.695652174
1645,"penalty: l2, C: 0.0001, solver: liblinear",84,0.724966686,0.025306472,0.744525547,0.695652174
1646,"penalty: l2, C: 0.001, solver: liblinear",84,0.766395393,0.032395503,0.790754258,0.695652174
1653,"penalty: l1, C: 0.1, solver: saga",84,0.695864268,0.039635949,0.744525547,0.695652174
1654,"penalty: l1, C: 1, solver: saga",84,0.698291453,0.041778403,0.744525547,0.695652174
1655,"penalty: l2, C: 0.0001, solver: saga",84,0.690962307,0.046469606,0.725060827,0.695652174
1656,"penalty: l2, C: 0.001, solver: saga",84,0.700718637,0.043681563,0.744525547,0.695652174
1657,"penalty: l2, C: 0.01, solver: saga",84,0.700718637,0.043681563,0.744525547,0.695652174
1658,"penalty: l2, C: 0.1, solver: saga",84,0.698291453,0.041778403,0.749391727,0.695652174
1659,"penalty: l2, C: 1, solver: saga",84,0.700718637,0.043681563,0.744525547,0.695652174
1665,"penalty: l2, C: 0.0001, solver: liblinear",85,0.739577384,0.027770488,0.742092457,0.695652174
1673,"penalty: l1, C: 0.1, solver: saga",85,0.693460879,0.042370195,0.742092457,0.695652174
1674,"penalty: l1, C: 1, solver: saga",85,0.705596802,0.039636099,0.744525547,0.695652174
1675,"penalty: l2, C: 0.0001, solver: saga",85,0.693413288,0.045895624,0.727493917,0.695652174
1676,"penalty: l2, C: 0.001, solver: saga",85,0.705596802,0.039636099,0.742092457,0.695652174
1677,"penalty: l2, C: 0.01, solver: saga",85,0.705596802,0.039636099,0.742092457,0.695652174
1678,"penalty: l2, C: 0.1, solver: saga",85,0.705596802,0.039636099,0.744525547,0.695652174
1679,"penalty: l2, C: 1, solver: saga",85,0.703169617,0.043627454,0.742092457,0.695652174
1685,"penalty: l2, C: 0.0001, solver: liblinear",86,0.737126404,0.027674437,0.746958637,0.695652174
